Lp,Poziom,Tom,Rozdział,Jednostka,Nazwa paczki,Słowo ENG,Tłumaczenie PL,Zdanie ENG,Zdanie PL
9428,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Reference,Odniesienie,,
9429,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Association,Skojarzenie; związek,,
9430,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Footnote,Przypis,,
9431,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Verse,Wers,,
9432,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Strophe,Strofa; zwrotka,,
9433,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Książki I pisownia,Apostrophe,Apostrof,,
9434,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Glacier,Lodowiec,,
9435,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Estuary,Ujście,,
9436,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Heath,Wrzosowisko,,
9437,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Dune,Wydma,,
9438,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Topography,Topografia,,
9439,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,The equator,Równik,,
9440,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Hemisphere,Półkula,,
9441,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Parallel,Równoleżnik,,
9442,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Slope,Zbocze,,
9443,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Seaside,Wybrzeże (tylko nad morzem),,
9444,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Glade,Polana,,
9445,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Heath,Wrzosowisko,,
9446,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Canyon,Kanion,,
9447,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,Canal,Kanał,,
9448,4,Tom VIII,Rozdział LXXII,Rzeczowniki,Geografia,South,Południe (kierunek),,
9449,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Beloved,Ukochany,,
9450,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Grateful,Wdzięczny (że coś dobrego się wydarzyło),,
9451,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Secure,Zabezpieczony; bezpieczny,,
9452,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Talented,Utalentowany,,
9453,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Trusted,Zaufany,,
9454,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Accurate,Trafny; celny,,
9455,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Able,Sprawny (o kimś); zdolny,,
9456,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Welcoming,Powitalny; gościnny,,
9457,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Gifted,Uzdolniony; utalentowany,,
9458,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Amusing,Zabawny (wprawiający w rozbawienie),,
9459,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Hilarious,Przezabawny,,
9460,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Joyful,Pełen radości,,
9461,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Trustworthy,Godny zaufania,,
9462,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Beneficial,Korzystny,,
9463,4,Tom VIII,Rozdział LXXII,Przymiotniki,Mile widziane,Cautious,Ostrożny,,
9464,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Receipts,Dowody,,
9465,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Skrt,"Stój, prrr",,
9466,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Bogart,Skitrać coś dla siebie,,
9467,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Code 9,Rodzice w pobliżu,,
9468,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Fo' rizzle,Na serio,,
9469,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Here is the tea,Nadchodzą plotki,,
9470,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,High key,Niezaprzeczalna prawda,,
9471,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Plead the fifth,Odmówić składania zeznań,,
9472,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Knuckle up,Zapnij pasy; przygotuj się,,
9473,4,Tom VIII,Rozdział LXXII,Slang,Slang 32,Let's blow this popsicle stand,Spadajmy stąd,,
9474,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Fruitless,Bezowocny (nieudany),,
9475,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Narrow-minded,Ograniczony umysłowo,,
9476,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Dizzy,Cierpiący na zawroty głowy,,
9477,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Exasperating,Nieznośny,,
9478,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Dreadful,Fatalny; okropny; straszny,,
9479,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Shameful,Niegodziwy (czyn),,
9480,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Impetuous,Krewki; nieokrzesany; porywczy,,
9481,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Short-sighted,Krótkowzroczny,,
9482,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Heartbreaking,Łamiący serce,,
9483,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Gullible,Łatwowierny,,
9484,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Gruesome,Makabryczny; okropny,,
9485,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Petty,Małostkowy; drobiazgowy,,
9486,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Feeble,Marny; słaby; nikły,,
9487,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Vengeful,Mściwy,,
9488,4,Tom VIII,Rozdział LXXII,Przymiotniki,Unikać,Negligent,Niedbały; pomijający szczegóły,,
9489,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Rinse,Przemywać; spłukiwać,,
9490,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Spurt,Wytryskać,,
9491,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Squirt,Tryskać; spryskać,,
9492,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Submerge,Zanurzyć się,,
9493,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Drain,Odsączać,,
9494,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Drench,Namoczyć,,
9495,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Drip,Kapać,,
9496,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Float,Unosić się na wodzie,,
9497,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Inflate,Wypełniać (się) powietrzem lub gazem; napompowywać,,
9498,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Moisten,Nawilżać,,
9499,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Shower,Brać prysznic,,
9500,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Shower,Padać przelotnie,,
9501,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Soak,Przemoczyć; namoczyć,,
9502,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Plunge,Wpaść do wody; zanurzyć się,,
9503,4,Tom VIII,Rozdział LXXII,Czasowniki,Woda wszędzie,Seep,Przeciekać; wyciekać,,
9504,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Ell,Łokieć (miara),,
9505,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Nautical mile,Mila morska,,
9506,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Minute of arc,Minuta kątowa,,
9507,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Mole,Mol,,
9508,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Newton,Niuton,,
9509,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Ohm,Om,,
9510,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Pascal,Paskal,,
9511,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Capacity,Pojemność,,
9512,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Fathom,Sążeń,,
9513,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Foot,Stopa (miara),,
9514,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Watt,Wat,,
9515,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Knot,Węzeł,,
9516,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Volt,Wolt,,
9517,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Span,Piędź,,
9518,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Gdy musisz coś zmierzyć,Light-years,Lata świetlne,,
9519,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Disgrace,Hańba,,
9520,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Isolation,Izolacja,,
9521,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Foolishness,"Nierozumność; lekkomyślność, głupota",,
9522,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Bone idle,Leń patentowany,,
9523,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Dread,Lęk,,
9524,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Gullibility,Łatwowierność,,
9525,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Naivety,Naiwność,,
9526,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Grousing,Narzekanie,,
9527,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Shyness,Nieśmiałość,,
9528,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Inconvenience,Niewygoda,,
9529,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Indifference,Obojętność,,
9530,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Shabbiness,Podłość; nikczemność,,
9531,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Contempt,Pogarda,,
9532,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Idleness,Próżniactwo,,
9533,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Unikać,Vanity,Próżność,,
9534,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Right away,Zaraz; niezwłocznie,,
9535,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Straight away,Natychmiast; od razu,,
9536,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Suddenly,Nagle,,
9537,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,All of a sudden,Nagle; niespodziewanie,,
9538,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Immediately,Natychmiast,,
9539,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,In a flash,W sekundę; błyskawicznie,,
9540,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Forthwith,Bezzwłocznie,,
9541,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Surprisingly,Niespodziewanie,,
9542,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Unexpectedly,Nieoczekiwanie,,
9543,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Abruptly,Gwałtownie,,
9544,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Promptly,Niezwłocznie,,
9545,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Spontaneously,Spontanicznie,,
9546,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Instantaneously,Natychmiastowo,,
9547,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,At once,Od razu,,
9548,4,Tom VIII,Rozdział LXXIII,Przysłówki,Nagle,Overnight,Z dnia na dzień,,
9549,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Flamboyant,Krzykliwy (ubiór); ekstrawagancki,,
9550,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Masculine,Męski,,
9551,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Flashy,Na pokaz; szpanerski,,
9552,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Scruffy,Niechlujny,,
9553,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Passe,Niemodny,,
9554,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Baggy,Workowaty (o ubraniu),,
9555,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Dingy,Poplamiony,,
9556,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Graceless,Pozbawiony wdzięku; niezdarny,,
9557,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Snappy,Szykowny; modny,,
9558,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Ravishing,Porażająco piękny; zjawiskowy,,
9559,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Worn-out,Znoszony,,
9560,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Worn,Zużyty; znoszony,,
9561,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Stiff,Zesztywniały; sztywny,,
9562,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 33,Garish,Krzykliwy,,
9563,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Przymiotniki 24,Outdated,Przestarzały,,
9564,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Secure,"Zabezpieczać (np. Przyszłość, miejsce)",,
9565,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Operate,Obsługiwać (np. Sprzęt),,
9566,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Gain,Nabierać; przybierać,,
9567,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Drain,"Wyczerpywać (energię, siłę)",,
9568,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Manufacture,Fabrykować; produkować,,
9569,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Mine,Wydobywać surowce; kopać,,
9570,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Pollute,"Zanieczyścić (środowisko, powietrze)",,
9571,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Puff,Wypuszczać dym,,
9572,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Recycle,Recyklingować,,
9573,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Utilize,Użytkować; eksploatować,,
9574,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Contaminate,Skazić; zanieczyścić (o płynie),,
9575,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Extract,Wydobywać,,
9576,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Mechanize,Zmechanizować,,
9577,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Automate,Zautomatyzować,,
9578,4,Tom VIII,Rozdział LXXIII,Czasowniki,Przemysł,Industrialize,Uprzemysłowić,,
9579,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Inflammation,Zapalenie,,
9580,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,First-aid kit,Apteczka,,
9581,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Heart attack,Atak serca,,
9582,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Blister,Pęcherz; odcisk,,
9583,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Insomnia,Bezsenność,,
9584,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Side effect,Efekt uboczny,,
9585,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Syndrome,Syndrom,,
9586,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Food poisoning,Zatrucie pokarmowe,,
9587,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Travel sickness,Choroba lokomocyjna,,
9588,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Gauze,Gaza,,
9589,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Tuberculosis,Gruźlica,,
9590,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Hospitalization,Hospitalizacja,,
9591,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Indigestion,Niestrawność,,
9592,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Paralysis,Paraliż,,
9593,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Dolegliwości,Decay,Próchnica,,
9594,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Deceased,Nieboszczyk,,
9595,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Patricide,Ojcobójstwo,,
9596,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Interment,Pochówek,,
9597,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Autopsy,Sekcja zwłok,,
9598,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Devisor,Spadkodawca,,
9599,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Remains,Szczątki,,
9600,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Beheading,Ścięcie głowy,,
9601,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Stoning,Ukamienowanie,,
9602,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Urn,Urna,,
9603,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Wreath,Wieniec,,
9604,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Homicide,Zabójstwo,,
9605,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Decapitation,Dekapitacja,,
9606,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Euthanasia,Eutanazja,,
9607,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Cremation,Kremacja,,
9608,4,Tom VIII,Rozdział LXXIII,Rzeczowniki,Śmierć,Funeral reception,Stypa,,
9609,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Cool off,Ochłoń,,
9610,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Pull yourself together,Weź się w garść,,
9611,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Back off,Odczep się; odwal się,,
9612,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Come off it,Daruj sobie; nie wygłupiaj się,,
9613,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Walk sth off,"Rozchodzić coś (np. Ból, cierpienie)",,
9614,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Back down,Odsuń się,,
9615,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Stand down,Opuścić broń,,
9616,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Buckle up,Zapnij pasy,,
9617,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Man up,Zmężniej,,
9618,4,Tom VIII,Rozdział LXXIII,Phrasale,Phrasale 6,Word up,No a jak,,
9619,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Kazakh,Kazachski,,
9620,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Latvian,Łotewski,,
9621,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Malagasy,Malgaski,,
9622,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Malaysian,Malajski,,
9623,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Afrikaans,Afrikaans,,
9624,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Somalian,Somalijski,,
9625,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Khmer,Język khmerski (kambodżański),,
9626,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Turkmen,Turkmeński,,
9627,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Vietnamese,Wietnamski,,
9628,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Icelandic,Islandzki,,
9629,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Hebrew,Hebrajski,,
9630,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Polish,Polski,,
9631,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Spanish,Hiszpański,,
9632,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Indonesian,Indonezyjski,,
9633,4,Tom VIII,Rozdział LXXIII,Przymiotniki,Języki,Hindi,Hindi,,
9634,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Mumble,Mamrotać,,
9635,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Nod,Skinąć głową,,
9636,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Oppose,Być przeciw; sprzeciwiać się,,
9637,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Outline,Przedstawić zarys; naszkicować,,
9638,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Overhear,Usłyszeć przypadkiem,,
9639,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Stress,Podkreślać coś (emfaza),,
9640,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Bash,Wyrażać się nieprzychylnie,,
9641,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Confide,Zwierzać; powierzać,,
9642,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Eavesdrop,Podsłuchać,,
9643,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Imitate,Imitować; naśladować,,
9644,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Instill,Wpajać,,
9645,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Prompt,Podpowiadać; sugerować,,
9646,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Reconcile,Pojednać się; godzić się,,
9647,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Urge,Nakłaniać; zachęcać; apelować,,
9648,4,Tom VIII,Rozdział LXXIII,Czasowniki,Komunikacja,Dwell,Rozwodzić się (nad czymś); rozpamiętywać,,
9649,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Flakey,Niekonsekwentny,,
9650,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Flop sth,Dać ciała,,
9651,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Gutted,Zniszczony psychicznie,,
9652,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Jump the gun,Zrobić coś za wcześnie; falstart,,
9653,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Knackered,Wyczerpany,,
9654,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Muck,Syf,,
9655,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Throw shade,Obrazić kogoś; przezywać,,
9656,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Whack,Słabe,,
9657,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Bummer,Porażka,,
9658,4,Tom VIII,Rozdział LXXIV,Slang,Niefajne,Can of worms,Trudna sytuacja,,
9659,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Yew,Cis,,
9660,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Branch,Gałąź,,
9661,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Rowan,Jarzębina,,
9662,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Ash,Jesion,,
9663,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Fir,Jodła,,
9664,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Bark,Kora,,
9665,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Hazel,Leszczyna,,
9666,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Linden,Lipa,,
9667,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Larch,Modrzew,,
9668,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Sequoia,Sekwoja,,
9669,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Cone,Szyszka; stożek,,
9670,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Acorn,Żołądź,,
9671,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Elm,Wiąz,,
9672,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Poplar,Topola,,
9673,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Drzewa,Rowan,Jarząb,,
9674,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Objection,Sprzeciw,,
9675,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Statute,Statut,,
9676,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Agreement,Ugoda,,
9677,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Parole,Zwolnienie warunkowe,,
9678,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Fingerprint,Odcisk palca,,
9679,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Footprint,Odcisk stopy,,
9680,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Statement,Oświadczenie,,
9681,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Suspect,Podejrzany (osoba),,
9682,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Criminal,Przestępca,,
9683,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Criminality,Przestępczość,,
9684,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Investigation,Dochodzenie,,
9685,4,Tom VIII,Rozdział LXXIV,Rzeczowniki,Sądownicze,Warrant,Nakaz sądowy,,
